sale_id,customer_id,sauce_id,quantity_sold,unit_price,sale_date
S001162,C007,SC001,158,8.09,2024-09-02
S001163,C004,SC026,99,4.74,2024-09-02
S001164,C018,SC023,25,10.49,2024-09-03
S001165,C012,SC027,269,4.67,2024-09-03
S001166,C002,SC036,35,9.99,2024-09-03
S001167,C005,SC026,128,4.49,2024-09-03
S001168,C015,SC011,44,6.99,2024-09-03
S001169,C020,SC016,123,6.74,2024-09-03
S001170,C009,SC026,130,4.49,2024-09-03
S001171,C014,SC011,47,6.99,2024-09-04
S001172,C007,SC032,181,6.74,2024-09-04
S001173,C014,SC021,87,10.92,2024-09-04
S001174,C010,SC026,160,4.49,2024-09-04
S001175,C008,SC002,135,8.54,2024-09-04
S001176,C014,SC036,100,9.49,2024-09-04
S001177,C008,SC011,113,6.29,2024-09-04
S001178,C013,SC026,256,4.24,2024-09-05
S001179,C009,SC026,156,4.49,2024-09-05
S001180,C010,SC012,96,6.64,2024-09-05
S001181,C017,SC014,134,8.09,2024-09-05
S001182,C017,SC013,94,7.12,2024-09-05
S001183,C012,SC026,157,4.49,2024-09-05
S001184,C013,SC026,219,4.24,2024-09-05
S001185,C013,SC026,116,4.49,2024-09-06
S001186,C010,SC001,124,8.09,2024-09-06
S001187,C003,SC026,103,4.49,2024-09-06
S001188,C005,SC001,76,8.54,2024-09-06
S001189,C003,SC033,42,6.49,2024-09-06
S001190,C020,SC046,94,9.49,2024-09-06
S001191,C003,SC026,139,4.49,2024-09-07
S001192,C011,SC001,240,7.64,2024-09-07
S001193,C011,SC018,161,8.09,2024-09-07
S001194,C008,SC006,195,7.19,2024-09-08
S001195,C005,SC026,127,4.49,2024-09-08
S001196,C006,SC037,147,9.44,2024-09-09
S001197,C008,SC036,142,8.99,2024-09-09
S001198,C018,SC004,45,12.49,2024-09-09
S001199,C006,SC003,158,9.89,2024-09-09
S001200,C014,SC046,64,9.49,2024-09-09
S001201,C018,SC043,49,8.99,2024-09-09
S001202,C011,SC036,134,8.99,2024-09-09
S001203,C014,SC023,61,9.97,2024-09-10
S001204,C010,SC012,97,6.64,2024-09-10
S001205,C006,SC037,111,9.44,2024-09-10
S001206,C017,SC001,36,8.99,2024-09-10
S001207,C003,SC033,93,6.17,2024-09-10
S001208,C003,SC028,73,3.79,2024-09-11
S001209,C003,SC033,140,5.84,2024-09-11
S001210,C009,SC032,55,7.12,2024-09-11
S001211,C002,SC026,75,4.74,2024-09-11
S001212,C017,SC014,125,8.09,2024-09-11
S001213,C011,SC018,221,7.64,2024-09-12
S001214,C016,SC024,77,12.82,2024-09-12
S001215,C011,SC017,126,5.84,2024-09-12
S001216,C005,SC031,125,6.29,2024-09-13
S001217,C004,SC001,140,8.09,2024-09-13
S001218,C001,SC049,129,7.19,2024-09-13
S001219,C014,SC017,98,6.17,2024-09-14
S001220,C007,SC036,198,8.99,2024-09-14
S001221,C004,SC011,133,6.29,2024-09-14
S001222,C007,SC026,162,4.49,2024-09-15
S001223,C009,SC026,51,4.74,2024-09-15
S001224,C010,SC001,128,8.09,2024-09-15
S001225,C016,SC049,22,7.99,2024-09-15
S001226,C005,SC006,66,7.59,2024-09-16
S001227,C010,SC006,68,7.59,2024-09-16
S001228,C010,SC011,174,6.29,2024-09-16
S001229,C005,SC032,118,6.74,2024-09-16
S001230,C017,SC012,94,6.64,2024-09-16
S001231,C014,SC016,50,7.49,2024-09-16
S001232,C013,SC006,274,6.79,2024-09-16
S001233,C020,SC043,181,8.09,2024-09-16
S001234,C019,SC022,25,15.99,2024-09-17
S001235,C019,SC024,33,13.49,2024-09-17
S001236,C006,SC007,114,7.64,2024-09-17
S001237,C006,SC005,145,10.79,2024-09-18
S001238,C020,SC017,227,5.52,2024-09-18
S001239,C008,SC011,111,6.29,2024-09-18
S001240,C004,SC026,106,4.49,2024-09-18
S001241,C011,SC031,288,5.94,2024-09-18
S001242,C015,SC021,85,10.92,2024-09-18
S001243,C010,SC011,99,6.64,2024-09-18
S001244,C012,SC027,194,4.94,2024-09-19
S001245,C008,SC011,196,6.29,2024-09-19
S001246,C005,SC012,35,6.99,2024-09-19
S001247,C015,SC016,69,7.12,2024-09-20
S001248,C007,SC006,107,7.19,2024-09-20
S001249,C006,SC001,178,8.09,2024-09-20
S001250,C014,SC021,27,11.49,2024-09-20
S001251,C010,SC001,147,8.09,2024-09-21
S001252,C006,SC037,145,9.44,2024-09-22
S001253,C004,SC002,93,9.02,2024-09-23
S001254,C010,SC032,103,6.74,2024-09-23
S001255,C012,SC001,170,8.09,2024-09-23
S001256,C002,SC031,112,6.29,2024-09-23
S001257,C020,SC043,217,7.64,2024-09-23
S001258,C011,SC017,110,5.84,2024-09-23
S001259,C004,SC001,47,8.99,2024-09-23
S001260,C013,SC001,100,8.54,2024-09-24
S001261,C015,SC001,39,8.99,2024-09-24
S001262,C017,SC014,81,8.54,2024-09-25
S001263,C013,SC006,284,6.79,2024-09-25
S001264,C002,SC043,123,8.09,2024-09-25
S001265,C004,SC001,143,8.09,2024-09-25
S001266,C001,SC036,114,8.99,2024-09-25
S001267,C018,SC043,50,8.99,2024-09-25
S001268,C009,SC031,57,6.64,2024-09-26
S001269,C009,SC032,83,7.12,2024-09-26
S001270,C017,SC015,40,7.99,2024-09-26
S001271,C007,SC037,99,9.97,2024-09-26
S001272,C019,SC023,44,10.49,2024-09-26
S001273,C010,SC026,143,4.49,2024-09-26
S001274,C002,SC016,95,7.12,2024-09-26
S001275,C016,SC050,57,11.39,2024-09-27
S001276,C020,SC017,161,5.84,2024-09-27
S001277,C001,SC023,121,9.44,2024-09-27
S001278,C019,SC023,39,10.49,2024-09-27
S001279,C014,SC023,94,9.97,2024-09-27
S001280,C020,SC001,115,8.09,2024-09-28
S001281,C014,SC017,100,6.17,2024-09-28
S001282,C001,SC004,50,12.49,2024-09-28
S001283,C010,SC032,69,7.12,2024-09-28
S001284,C011,SC018,286,7.64,2024-09-29
S001285,C001,SC023,141,9.44,2024-09-29
S001286,C010,SC032,186,6.74,2024-09-29
S001287,C013,SC006,145,7.19,2024-09-29
S001288,C005,SC012,101,6.29,2024-09-30
S001289,C014,SC036,59,9.49,2024-09-30
S001290,C009,SC006,161,7.19,2024-09-30
S001291,C013,SC001,251,7.64,2024-09-30
S001292,C008,SC007,57,8.07,2024-09-30
S001293,C020,SC046,105,8.99,2024-09-30
S001294,C009,SC032,195,6.74,2024-09-30
S001295,C011,SC018,235,7.64,2024-10-01
S001296,C004,SC011,51,6.64,2024-10-01
S001297,C013,SC006,223,6.79,2024-10-01
S001298,C002,SC036,41,9.99,2024-10-01
S001299,C001,SC022,64,15.19,2024-10-01
S001300,C011,SC036,240,8.49,2024-10-01
S001301,C004,SC006,141,7.19,2024-10-01
S001302,C009,SC032,151,6.74,2024-10-01
S001303,C014,SC036,64,9.49,2024-10-02
S001304,C013,SC026,285,4.24,2024-10-02
S001305,C019,SC022,4,15.99,2024-10-02
S001306,C014,SC036,24,9.99,2024-10-02
S001307,C003,SC001,81,8.54,2024-10-02
S001308,C015,SC021,91,10.92,2024-10-02
S001309,C005,SC031,39,6.99,2024-10-02
S001310,C011,SC001,234,7.64,2024-10-03
S001311,C008,SC001,107,8.09,2024-10-03
S001312,C005,SC026,144,4.49,2024-10-03
S001313,C018,SC050,30,11.99,2024-10-04
S001314,C013,SC001,286,7.64,2024-10-04
S001315,C013,SC006,261,6.79,2024-10-04
S001316,C002,SC016,127,6.74,2024-10-04
S001317,C006,SC005,61,11.39,2024-10-04
S001318,C012,SC001,156,8.09,2024-10-04
S001319,C016,SC023,83,9.97,2024-10-05
S001320,C003,SC026,38,4.99,2024-10-05
S001321,C014,SC016,27,7.49,2024-10-05
S001322,C001,SC001,135,8.09,2024-10-06
S001323,C004,SC006,45,7.99,2024-10-06
S001324,C005,SC001,118,8.09,2024-10-07
S001325,C012,SC032,237,6.37,2024-10-07
S001326,C009,SC006,158,7.19,2024-10-07
S001327,C020,SC011,233,5.94,2024-10-07
S001328,C005,SC032,68,7.12,2024-10-07
S001329,C006,SC003,129,9.89,2024-10-08
S001330,C019,SC050,14,11.99,2024-10-08
S001331,C013,SC036,277,8.49,2024-10-08
S001332,C015,SC017,92,6.17,2024-10-09
S001333,C004,SC001,123,8.09,2024-10-09
S001334,C004,SC017,46,6.49,2024-10-09
S001335,C011,SC036,159,8.99,2024-10-09
S001336,C017,SC001,66,8.54,2024-10-10
S001337,C011,SC006,271,6.79,2024-10-10
S001338,C020,SC001,202,7.64,2024-10-10
S001339,C017,SC001,71,8.54,2024-10-10
S001340,C016,SC024,65,12.82,2024-10-10
S001341,C013,SC001,217,7.64,2024-10-10
S001342,C020,SC002,173,8.54,2024-10-10
S001343,C003,SC026,104,4.49,2024-10-10
S001344,C019,SC024,34,13.49,2024-10-11
S001345,C003,SC001,37,8.99,2024-10-11
S001346,C004,SC002,134,8.54,2024-10-11
S001347,C004,SC002,149,8.54,2024-10-11
S001348,C005,SC031,62,6.64,2024-10-11
S001349,C009,SC036,53,9.49,2024-10-11
S001350,C008,SC007,120,7.64,2024-10-12
S001351,C020,SC001,183,8.09,2024-10-12
S001352,C016,SC036,52,9.49,2024-10-12
S001353,C020,SC017,191,5.84,2024-10-13
S001354,C007,SC026,167,4.49,2024-10-13
S001355,C008,SC001,188,8.09,2024-10-13
S001356,C016,SC024,70,12.82,2024-10-14
S001357,C002,SC001,121,8.09,2024-10-14
S001358,C006,SC001,142,8.09,2024-10-14
S001359,C010,SC011,92,6.64,2024-10-14
S001360,C006,SC006,154,7.19,2024-10-15
S001361,C019,SC037,42,10.49,2024-10-15
S001362,C008,SC026,119,4.49,2024-10-15
S001363,C007,SC031,129,6.29,2024-10-16
S001364,C015,SC043,30,8.99,2024-10-16
S001365,C016,SC050,99,11.39,2024-10-16
S001366,C012,SC006,144,7.19,2024-10-16
S001367,C002,SC016,52,7.12,2024-10-16
S001368,C006,SC036,51,9.49,2024-10-16
S001369,C001,SC023,63,9.97,2024-10-16
S001370,C006,SC003,144,9.89,2024-10-16
S001371,C020,SC017,81,6.17,2024-10-17
S001372,C017,SC012,96,6.64,2024-10-17
S001373,C014,SC017,35,6.49,2024-10-17
S001374,C017,SC006,82,7.59,2024-10-17
S001375,C008,SC006,104,7.19,2024-10-18
S001376,C001,SC023,119,9.44,2024-10-18
S001377,C014,SC023,20,10.49,2024-10-18
S001378,C018,SC050,44,11.99,2024-10-18
S001379,C014,SC011,38,6.99,2024-10-19
S001380,C016,SC036,74,9.49,2024-10-20
S001381,C010,SC036,119,8.99,2024-10-21
S001382,C013,SC036,292,8.49,2024-10-21
S001383,C018,SC024,13,13.49,2024-10-21
S001384,C014,SC017,78,6.17,2024-10-21
S001385,C015,SC011,64,6.64,2024-10-21
S001386,C005,SC012,52,6.64,2024-10-21
S001387,C005,SC012,134,6.29,2024-10-21
S001388,C003,SC006,143,7.19,2024-10-22
S001389,C002,SC003,140,9.89,2024-10-22
S001390,C013,SC026,120,4.49,2024-10-22
S001391,C019,SC036,19,9.99,2024-10-22
S001392,C012,SC001,178,8.09,2024-10-22
S001393,C020,SC018,227,7.64,2024-10-22
S001394,C009,SC036,98,9.49,2024-10-22
S001395,C019,SC050,46,11.99,2024-10-23
S001396,C006,SC037,76,9.97,2024-10-23
S001397,C004,SC002,87,9.02,2024-10-23
S001398,C002,SC003,60,10.44,2024-10-24
S001399,C008,SC011,181,6.29,2024-10-24
S001400,C001,SC036,44,9.99,2024-10-24
S001401,C020,SC036,117,8.99,2024-10-24
S001402,C012,SC006,176,7.19,2024-10-24
S001403,C016,SC050,74,11.39,2024-10-24
S001404,C008,SC011,88,6.64,2024-10-25
S001405,C006,SC003,158,9.89,2024-10-25
S001406,C009,SC026,198,4.49,2024-10-25
S001407,C003,SC028,129,3.59,2024-10-25
S001408,C003,SC027,49,5.49,2024-10-26
S001409,C017,SC013,143,6.74,2024-10-26
S001410,C005,SC035,95,7.12,2024-10-27
S001411,C016,SC021,70,10.92,2024-10-27
S001412,C010,SC026,126,4.49,2024-10-27
S001413,C013,SC026,268,4.24,2024-10-28
S001414,C011,SC018,295,7.64,2024-10-28
S001415,C013,SC006,100,7.59,2024-10-28
S001416,C009,SC006,176,7.19,2024-10-29
S001417,C020,SC017,151,5.84,2024-10-29
S001418,C013,SC006,144,7.19,2024-10-29
S001419,C010,SC026,74,4.74,2024-10-29
S001420,C003,SC001,59,8.54,2024-10-29
S001421,C005,SC031,105,6.29,2024-10-29
S001422,C017,SC013,150,6.74,2024-10-29
S001423,C009,SC036,98,9.49,2024-10-30
S001424,C014,SC046,23,9.99,2024-10-30
S001425,C009,SC006,149,7.19,2024-10-30
S001426,C016,SC004,27,12.49,2024-10-30
S001427,C004,SC026,125,4.49,2024-10-30
S001428,C019,SC050,36,11.99,2024-10-30
S001429,C008,SC002,100,9.02,2024-10-31
S001430,C004,SC017,120,5.84,2024-10-31
S001431,C017,SC001,128,8.09,2024-10-31
S001432,C008,SC002,130,8.54,2024-10-31
S001433,C006,SC005,77,11.39,2024-10-31
S001434,C007,SC036,177,8.99,2024-10-31
S001435,C016,SC049,64,7.59,2024-10-31
S001436,C002,SC043,46,8.99,2024-11-01
S001437,C003,SC027,52,5.22,2024-11-01
S001438,C012,SC036,231,8.49,2024-11-01
S001439,C009,SC031,176,6.29,2024-11-02
S001440,C008,SC017,80,6.17,2024-11-02
S001441,C011,SC026,284,4.24,2024-11-02
S001442,C002,SC031,75,6.64,2024-11-02
S001443,C016,SC050,73,11.39,2024-11-03
S001444,C004,SC002,108,8.54,2024-11-03
S001445,C015,SC036,37,9.99,2024-11-03
S001446,C007,SC032,66,7.12,2024-11-03
S001447,C017,SC014,52,8.54,2024-11-04
S001448,C019,SC037,18,10.49,2024-11-04
S001449,C002,SC011,138,6.29,2024-11-04
S001450,C013,SC006,198,7.19,2024-11-04
S001451,C011,SC001,292,7.64,2024-11-04
S001452,C009,SC031,90,6.64,2024-11-04
S001453,C009,SC032,99,7.12,2024-11-04
S001454,C004,SC002,140,8.54,2024-11-05
S001455,C011,SC001,211,7.64,2024-11-05
S001456,C016,SC036,22,9.99,2024-11-05
S001457,C006,SC001,170,8.09,2024-11-06
S001458,C005,SC035,106,6.74,2024-11-06
S001459,C001,SC024,41,13.49,2024-11-06
S001460,C016,SC036,42,9.99,2024-11-06
S001461,C011,SC017,218,5.52,2024-11-06
S001462,C017,SC011,89,6.64,2024-11-06
S001463,C004,SC031,70,6.64,2024-11-06
S001464,C018,SC021,26,11.49,2024-11-07
S001465,C013,SC026,194,4.49,2024-11-07
S001466,C012,SC032,188,6.74,2024-11-07
S001467,C005,SC006,132,7.19,2024-11-07
S001468,C009,SC001,168,8.09,2024-11-08
S001469,C005,SC035,68,7.12,2024-11-08
S001470,C013,SC036,125,8.99,2024-11-08
S001471,C019,SC021,14,11.49,2024-11-08
S001472,C004,SC001,133,8.09,2024-11-08
S001473,C007,SC001,185,8.09,2024-11-08
S001474,C004,SC031,84,6.64,2024-11-08
S001475,C013,SC001,219,7.64,2024-11-08
S001476,C009,SC032,96,7.12,2024-11-09
S001477,C012,SC036,156,8.99,2024-11-09
S001478,C011,SC017,172,5.84,2024-11-09
S001479,C001,SC023,50,10.49,2024-11-10
S001480,C017,SC006,138,7.19,2024-11-11
S001481,C005,SC026,137,4.49,2024-11-11
S001482,C013,SC006,164,7.19,2024-11-11
S001483,C003,SC031,124,6.29,2024-11-11
S001484,C008,SC006,180,7.19,2024-11-12
S001485,C020,SC011,106,6.29,2024-11-12
S001486,C013,SC036,117,8.99,2024-11-12
S001487,C006,SC001,171,8.09,2024-11-12
S001488,C005,SC035,73,7.12,2024-11-12
S001489,C019,SC004,10,12.49,2024-11-13
S001490,C014,SC021,97,10.92,2024-11-13
S001491,C008,SC007,130,7.64,2024-11-13
S001492,C003,SC033,70,6.17,2024-11-13
S001493,C010,SC001,112,8.09,2024-11-13
S001494,C017,SC026,35,4.99,2024-11-13
S001495,C002,SC026,78,4.74,2024-11-13
S001496,C002,SC036,101,8.99,2024-11-14
S001497,C009,SC032,144,6.74,2024-11-14
S001498,C001,SC001,96,8.54,2024-11-14
S001499,C004,SC026,94,4.74,2024-11-14
S001500,C018,SC049,14,7.99,2024-11-14
S001501,C003,SC031,51,6.64,2024-11-14
S001502,C006,SC005,51,11.39,2024-11-15
S001503,C001,SC004,137,11.24,2024-11-15
S001504,C007,SC018,59,8.54,2024-11-15
S001505,C006,SC005,92,11.39,2024-11-15
S001506,C008,SC001,99,8.54,2024-11-15
S001507,C012,SC031,255,5.94,2024-11-15
S001508,C007,SC043,152,8.09,2024-11-15
S001509,C004,SC011,87,6.64,2024-11-15
S001510,C013,SC001,195,8.09,2024-11-16
S001511,C018,SC023,35,10.49,2024-11-16
S001512,C009,SC001,118,8.09,2024-11-16
S001513,C007,SC031,141,6.29,2024-11-17
S001514,C013,SC001,141,8.09,2024-11-17
S001515,C005,SC035,40,7.49,2024-11-18
S001516,C003,SC027,89,5.22,2024-11-18
S001517,C004,SC011,139,6.29,2024-11-19
S001518,C008,SC001,167,8.09,2024-11-19
S001519,C008,SC002,111,8.54,2024-11-19
S001520,C002,SC026,90,4.74,2024-11-19
S001521,C012,SC026,106,4.49,2024-11-19
S001522,C004,SC031,95,6.64,2024-11-19
S001523,C009,SC036,57,9.49,2024-11-20
S001524,C001,SC050,69,11.39,2024-11-20
S001525,C006,SC032,107,6.74,2024-11-20
S001526,C010,SC011,93,6.64,2024-11-21
S001527,C020,SC046,158,8.99,2024-11-21
S001528,C011,SC018,242,7.64,2024-11-21
S001529,C003,SC026,81,4.74,2024-11-21
S001530,C002,SC016,69,7.12,2024-11-21
S001531,C011,SC037,102,9.44,2024-11-21
S001532,C011,SC001,281,7.64,2024-11-21
S001533,C003,SC001,85,8.54,2024-11-21
S001534,C009,SC006,171,7.19,2024-11-22
S001535,C006,SC007,156,7.64,2024-11-22
S001536,C012,SC032,195,6.74,2024-11-22
S001537,C012,SC032,264,6.37,2024-11-22
S001538,C003,SC028,77,3.79,2024-11-22
S001539,C018,SC004,16,12.49,2024-11-22
S001540,C014,SC021,28,11.49,2024-11-23
S001541,C014,SC036,40,9.99,2024-11-23
S001542,C002,SC018,137,8.09,2024-11-23
S001543,C019,SC036,37,9.99,2024-11-24
S001544,C002,SC011,87,6.64,2024-11-24
S001545,C006,SC032,148,6.74,2024-11-25
S001546,C009,SC032,55,7.12,2024-11-25
S001547,C018,SC021,16,11.49,2024-11-25
S001548,C009,SC036,84,9.49,2024-11-25
S001549,C014,SC001,86,8.54,2024-11-26
S001550,C016,SC049,97,7.59,2024-11-26
S001551,C012,SC031,130,6.29,2024-11-26
S001552,C005,SC001,109,8.09,2024-11-26
S001553,C016,SC036,82,9.49,2024-11-26
S001554,C020,SC004,107,11.24,2024-11-26
S001555,C011,SC026,135,4.49,2024-11-26
S001556,C018,SC049,40,7.99,2024-11-27
S001557,C020,SC004,240,10.62,2024-11-27
S001558,C006,SC001,123,8.09,2024-11-27
S001559,C007,SC026,121,4.49,2024-11-28
S001560,C009,SC001,98,8.54,2024-11-28
S001561,C008,SC006,103,7.19,2024-11-28
S001562,C012,SC032,270,6.37,2024-11-28
S001563,C019,SC023,48,10.49,2024-11-28
S001564,C004,SC002,115,8.54,2024-11-28
S001565,C012,SC032,157,6.74,2024-11-28
S001566,C018,SC043,46,8.99,2024-11-29
S001567,C020,SC011,157,6.29,2024-11-29
S001568,C009,SC036,135,8.99,2024-11-29
S001569,C014,SC021,39,11.49,2024-11-29
S001570,C019,SC004,42,12.49,2024-11-30
S001571,C016,SC004,76,11.87,2024-11-30
S001572,C009,SC031,192,6.29,2024-12-01
S001573,C009,SC036,170,8.99,2024-12-01
S001574,C016,SC036,68,9.49,2024-12-01
S001575,C020,SC036,165,8.99,2024-12-01
S001576,C007,SC037,147,9.44,2024-12-02
S001577,C013,SC036,299,8.49,2024-12-02
S001578,C017,SC026,98,4.74,2024-12-02
S001579,C011,SC017,136,5.84,2024-12-02
S001580,C012,SC001,222,7.64,2024-12-03
S001581,C014,SC036,29,9.99,2024-12-03
S001582,C004,SC006,84,7.59,2024-12-03
S001583,C008,SC017,190,5.84,2024-12-03
S001584,C007,SC036,133,8.99,2024-12-04
S001585,C019,SC021,38,11.49,2024-12-04
S001586,C009,SC031,89,6.64,2024-12-04
S001587,C012,SC031,293,5.94,2024-12-04
S001588,C002,SC018,92,8.54,2024-12-05
S001589,C015,SC001,52,8.54,2024-12-05
S001590,C015,SC011,99,6.64,2024-12-05
S001591,C007,SC043,147,8.09,2024-12-05
S001592,C013,SC026,284,4.24,2024-12-05
S001593,C010,SC032,92,7.12,2024-12-05
S001594,C003,SC028,136,3.59,2024-12-06
S001595,C015,SC001,48,8.99,2024-12-06
S001596,C013,SC006,183,7.19,2024-12-06
S001597,C017,SC013,114,6.74,2024-12-06
S001598,C003,SC006,84,7.59,2024-12-06
S001599,C008,SC007,66,8.07,2024-12-06
S001600,C012,SC027,150,4.94,2024-12-06
S001601,C016,SC004,86,11.87,2024-12-06
S001602,C017,SC001,139,8.09,2024-12-07
S001603,C004,SC006,101,7.19,2024-12-08
S001604,C019,SC050,39,11.99,2024-12-08
S001605,C002,SC036,122,8.99,2024-12-08
S001606,C014,SC021,61,10.92,2024-12-09
S001607,C002,SC018,68,8.54,2024-12-09
S001608,C010,SC011,70,6.64,2024-12-09
S001609,C010,SC012,93,6.64,2024-12-09
S001610,C005,SC001,126,8.09,2024-12-09
S001611,C002,SC043,111,8.09,2024-12-09
S001612,C009,SC026,66,4.74,2024-12-10
S001613,C017,SC006,43,7.99,2024-12-10
S001614,C014,SC023,71,9.97,2024-12-10
S001615,C016,SC036,48,9.99,2024-12-11
S001616,C002,SC016,124,6.74,2024-12-11
S001617,C006,SC032,188,6.74,2024-12-11
S001618,C005,SC011,96,6.64,2024-12-11
S001619,C012,SC026,136,4.49,2024-12-11
S001620,C012,SC026,135,4.49,2024-12-11
S001621,C006,SC037,69,9.97,2024-12-11
S001622,C011,SC001,210,7.64,2024-12-12
S001623,C009,SC001,171,8.09,2024-12-12
S001624,C017,SC014,141,8.09,2024-12-12
S001625,C020,SC001,174,8.09,2024-12-13
S001626,C002,SC011,42,6.99,2024-12-13
S001627,C011,SC018,140,8.09,2024-12-13
S001628,C007,SC031,88,6.64,2024-12-13
S001629,C004,SC011,87,6.64,2024-12-13
S001630,C020,SC002,129,8.54,2024-12-13
S001631,C010,SC012,161,6.29,2024-12-14
S001632,C019,SC050,37,11.99,2024-12-15
S001633,C013,SC001,208,7.64,2024-12-15
S001634,C019,SC024,27,13.49,2024-12-16
S001635,C006,SC001,170,8.09,2024-12-16
S001636,C020,SC001,201,7.64,2024-12-16
S001637,C010,SC006,68,7.59,2024-12-17
S001638,C003,SC028,91,3.79,2024-12-17
S001639,C011,SC018,242,7.64,2024-12-17
S001640,C008,SC007,101,7.64,2024-12-17
S001641,C017,SC013,81,7.12,2024-12-17
S001642,C010,SC006,166,7.19,2024-12-18
S001643,C008,SC026,167,4.49,2024-12-18
S001644,C017,SC001,88,8.54,2024-12-18
S001645,C001,SC001,63,8.54,2024-12-18
S001646,C002,SC003,69,10.44,2024-12-18
S001647,C016,SC021,20,11.49,2024-12-19
S001648,C011,SC026,226,4.24,2024-12-19
S001649,C002,SC016,130,6.74,2024-12-19
S001650,C017,SC015,127,7.19,2024-12-19
S001651,C014,SC046,44,9.99,2024-12-19
S001652,C010,SC001,133,8.09,2024-12-19
S001653,C007,SC032,91,7.12,2024-12-20
S001654,C019,SC037,46,10.49,2024-12-20
S001655,C002,SC001,56,8.54,2024-12-21
S001656,C007,SC006,112,7.19,2024-12-21
S001657,C007,SC036,160,8.99,2024-12-22
S001658,C015,SC011,94,6.64,2024-12-23
S001659,C012,SC032,212,6.37,2024-12-23
S001660,C015,SC001,91,8.54,2024-12-23
S001661,C012,SC032,221,6.37,2024-12-23
S001662,C001,SC023,52,9.97,2024-12-23
S001663,C013,SC031,293,5.94,2024-12-23
S001664,C016,SC025,71,9.49,2024-12-23
S001665,C001,SC036,132,8.99,2024-12-23
S001666,C001,SC023,118,9.44,2024-12-24
S001667,C010,SC032,54,7.12,2024-12-24
S001668,C019,SC036,40,9.99,2024-12-24
S001669,C016,SC023,38,10.49,2024-12-24
S001670,C003,SC001,141,8.09,2024-12-24
S001671,C018,SC021,16,11.49,2024-12-25
S001672,C020,SC046,159,8.99,2024-12-25
S001673,C001,SC049,129,7.19,2024-12-25
S001674,C005,SC026,103,4.49,2024-12-25
S001675,C002,SC031,136,6.29,2024-12-26
S001676,C007,SC043,174,8.09,2024-12-26
S001677,C005,SC011,44,6.99,2024-12-26
S001678,C013,SC006,231,6.79,2024-12-26
S001679,C016,SC025,69,9.49,2024-12-26
S001680,C004,SC001,51,8.54,2024-12-27
S001681,C016,SC025,34,9.99,2024-12-27
S001682,C015,SC043,86,8.54,2024-12-27
S001683,C017,SC015,65,7.59,2024-12-27
S001684,C008,SC026,166,4.49,2024-12-27
S001685,C016,SC004,96,11.87,2024-12-27
S001686,C018,SC023,49,10.49,2024-12-27
S001687,C013,SC006,170,7.19,2024-12-27
S001688,C005,SC011,112,6.29,2024-12-28
S001689,C002,SC016,60,7.12,2024-12-28
S001690,C017,SC014,30,8.99,2024-12-28
S001691,C018,SC049,42,7.99,2024-12-29
S001692,C008,SC007,157,7.64,2024-12-29
S001693,C004,SC026,106,4.49,2024-12-29
S001694,C017,SC006,120,7.19,2024-12-29
S001695,C014,SC001,82,8.54,2024-12-30
S001696,C014,SC017,70,6.17,2024-12-30
S001697,C018,SC004,16,12.49,2024-12-30
S001698,C014,SC021,55,10.92,2024-12-30
S001699,C013,SC001,162,8.09,2024-12-31
S001700,C014,SC046,38,9.99,2024-12-31
S001701,C002,SC031,93,6.64,2024-12-31
S001702,C016,SC021,45,11.49,2024-12-31
S001703,C015,SC036,93,9.49,2024-12-31
S001704,C017,SC006,81,7.59,2024-12-31
